domain,ttl,ip_count,ns_count,label
kyc.dfmciii.cn,180.0,11,4,1
kop.dfmciii.cn,119.0,13,4,1
sls.dfmciii.cn,180.0,12,4,1
sany.dfmciii.cn,180.0,13,4,1
kkh.dfmciii.cn,180.0,12,4,1
kci.dfmciii.cn,180.0,12,4,1
khl.dfmciii.cn,180.0,11,4,1
kin.dfmciii.cn,154.0,10,4,1
rsd.dfmciii.cn,93.0,12,4,1
ryi.dfmciii.cn,180.0,11,4,1
rfqs.dfmciii.cn,180.0,12,4,1
rztn.dfmciii.cn,180.0,12,4,1
rxn.dfmciii.cn,127.0,10,4,1
rkv.dfmciii.cn,180.0,12,4,1
rpvt.dfmciii.cn,142.0,12,4,1
rku.dfmciii.cn,110.0,12,4,1
ketp.xdfixif.cn,180.0,11,4,1
kok.xdfixif.cn,180.0,12,4,1
rgrm.xdfixif.cn,180.0,12,4,1
rqa.xdfixif.cn,180.0,13,4,1
krz.xdfixif.cn,180.0,12,4,1
kqff.xdfixif.cn,180.0,10,4,1
cric.xdfixif.cn,180.0,12,4,1
cdt.xdfixif.cn,180.0,12,4,1
kqej.xdfixif.cn,170.0,10,4,1
kkm.xdfixif.cn,180.0,12,4,1
snz.xdfixif.cn,180.0,12,4,1
sxh.xdfixif.cn,180.0,12,4,1
kdb.iihggigw.cn,180.0,12,4,1
kvib.iihggigw.cn,180.0,11,4,1
rfw.iihggigw.cn,180.0,13,4,1
rsi.iihggigw.cn,180.0,12,4,1
kfa.zgxcigdw.cn,180.0,12,4,1
kda.zgxcigdw.cn,180.0,13,4,1
kbl.zgxcigdw.cn,180.0,12,4,1
ctx.zgxcigdw.cn,180.0,13,4,1
cyob.zgxcigdw.cn,180.0,12,4,1
rpio.zgxcigdw.cn,180.0,11,4,1
rxdr.zgxcigdw.cn,180.0,12,4,1
rdsy.zxgixwd.cn,180.0,12,4,1
rsxs.zxgixwd.cn,180.0,11,4,1
ryd.zxgixwd.cn,180.0,13,4,1
riy.zxgixwd.cn,180.0,12,4,1
gfet.zxgixwd.cn,180.0,12,4,1
gup.zxgixwd.cn,180.0,12,4,1
shh.zxgixwd.cn,154.0,12,4,1
slvx.zxgixwd.cn,180.0,12,4,1
seg.zxgixwd.cn,180.0,12,4,1
sjtd.zxgixwd.cn,180.0,12,4,1
gfkb.zxgixwd.cn,180.0,12,4,1
grq.zxgixwd.cn,180.0,12,4,1
bijp.zxgixwd.cn,180.0,12,4,1
bimw.zxgixwd.cn,180.0,12,4,1
gfac.zxgixwd.cn,180.0,12,4,1
gqlb.zxgixwd.cn,141.0,12,4,1
knp.zxgixwd.cn,180.0,12,4,1
kxqa.zxgixwd.cn,180.0,12,4,1
rqb.dfigixe.cn,180.0,11,4,1
roxo.dfigixe.cn,180.0,12,4,1
ruih.dfigixe.cn,180.0,12,4,1
rpgk.dfigixe.cn,180.0,12,4,1
rnj.dfigixe.cn,180.0,12,4,1
rtp.dfigixe.cn,180.0,12,4,1
rva.dfigixe.cn,180.0,12,4,1
romq.dfigixe.cn,180.0,12,4,1
rpxu.dfigixe.cn,180.0,12,4,1
rin.dfigixe.cn,180.0,11,4,1
rir.dfigixe.cn,180.0,12,4,1
rtut.dfigixe.cn,180.0,11,4,1
ryo.dfigixe.cn,180.0,12,4,1
rqgq.dfigixe.cn,180.0,11,4,1
kfu.dgiwfxix.cn,180.0,12,4,1
kng.dgiwfxix.cn,180.0,12,4,1
bcbr.dgiwfxix.cn,180.0,12,4,1
bis.dgiwfxix.cn,180.0,12,4,1
geop.dgiwfxix.cn,180.0,12,4,1
kisx.dgiwfxix.cn,180.0,13,4,1
kif.dgiwfxix.cn,180.0,10,4,1
kcpm.dgiwfxix.cn,180.0,12,4,1
kyyz.dgiwfxix.cn,180.0,13,4,1
ttq.dgiwfxix.cn,180.0,12,4,1
tqxd.dgiwfxix.cn,180.0,12,4,1
scxl.dgiwfxix.cn,180.0,10,4,1
sqk.dgiwfxix.cn,180.0,12,4,1
sjw.dgiwfxix.cn,180.0,12,4,1
sepx.dgiwfxix.cn,180.0,13,4,1
knmk.dgiwfxix.cn,180.0,12,4,1
kbo.dgiwfxix.cn,180.0,13,4,1
kwn.dgiwfxix.cn,175.0,12,4,1
kzqa.dgiwfxix.cn,180.0,12,4,1
kads.cxgiibce.cn,180.0,12,4,1
kvdd.cxgiibce.cn,180.0,12,4,1
sxx.cxgiibce.cn,180.0,12,4,1
sho.cxgiibce.cn,180.0,12,4,1
sua.cxgiibce.cn,180.0,12,4,1
sljf.cxgiibce.cn,180.0,12,4,1
sop.cxgiibce.cn,180.0,12,4,1
sjp.cxgiibce.cn,180.0,12,4,1
kgh.cxgiibce.cn,180.0,13,4,1
kkp.cxgiibce.cn,180.0,12,4,1
retw.cxgiibce.cn,180.0,12,4,1
rptl.cxgiibce.cn,171.0,13,4,1
kir.cxgiibce.cn,180.0,13,4,1
kwci.cxgiibce.cn,180.0,12,4,1
kov.cxgiibce.cn,180.0,12,4,1
kwsl.cxgiibce.cn,180.0,12,4,1
sxmj.cxgiibce.cn,180.0,13,4,1
sbp.cxgiibce.cn,174.0,12,4,1
rbc.cxgiibce.cn,180.0,12,4,1
rdzz.cxgiibce.cn,180.0,12,4,1
rfgl.cxgiibce.cn,180.0,12,4,1
rhr.cxgiibce.cn,180.0,12,4,1
szxr.cxgiibce.cn,180.0,12,4,1
stw.cxgiibce.cn,180.0,12,4,1
rmj.cxgiibce.cn,180.0,12,4,1
rdm.cxgiibce.cn,180.0,12,4,1
bzg.cxgiibce.cn,180.0,12,4,1
bkoy.cxgiibce.cn,180.0,12,4,1
kooy.didgfww.cn,180.0,12,4,1
kayp.didgfww.cn,180.0,12,4,1
kszo.didgfww.cn,180.0,12,4,1
kws.didgfww.cn,180.0,11,4,1
txsq.didgfww.cn,180.0,10,4,1
tjcg.didgfww.cn,180.0,12,4,1
clm.didgfww.cn,180.0,12,4,1
chps.didgfww.cn,180.0,12,4,1
sumy.didgfww.cn,180.0,12,4,1
spt.didgfww.cn,180.0,12,4,1
cts.didgfww.cn,180.0,10,4,1
csn.didgfww.cn,179.0,12,4,1
ssfc.didgfww.cn,180.0,12,4,1
skyc.didgfww.cn,180.0,12,4,1
keua.didgfww.cn,180.0,12,4,1
kiay.didgfww.cn,180.0,13,4,1
kcpo.zxfiiii.cn,180.0,12,4,1
kcm.zxfiiii.cn,180.0,10,4,1
syy.zxfiiii.cn,180.0,12,4,1
sycz.zxfiiii.cn,180.0,12,4,1
ctd.zxfiiii.cn,180.0,11,4,1
cep.zxfiiii.cn,180.0,12,4,1
kmr.zxfiiii.cn,180.0,12,4,1
knug.zxfiiii.cn,180.0,12,4,1
gwm.zxfiiii.cn,180.0,13,4,1
gcft.zxfiiii.cn,180.0,12,4,1
rink.zxfiiii.cn,180.0,12,4,1
rtzf.zxfiiii.cn,180.0,12,4,1
rfzc.zxfiiii.cn,180.0,12,4,1
rxju.zxfiiii.cn,180.0,12,4,1
rdx.zxfiiii.cn,180.0,12,4,1
rdej.zxfiiii.cn,180.0,13,4,1
kes.zxfiiii.cn,180.0,12,4,1
kmz.zxfiiii.cn,180.0,12,4,1
kcvf.zxfiiii.cn,180.0,10,4,1
krrm.zxfiiii.cn,180.0,12,4,1
rqm.dfifhxci.cn,180.0,12,4,1
rzl.dfifhxci.cn,180.0,12,4,1
rxwd.dfifhxci.cn,180.0,12,4,1
rew.dfifhxci.cn,180.0,12,4,1
rkjn.dfifhxci.cn,180.0,12,4,1
rzvq.dfifhxci.cn,180.0,12,4,1
rugy.dfifhxci.cn,180.0,12,4,1
rdc.dfifhxci.cn,180.0,12,4,1
rae.dfifhxci.cn,180.0,12,4,1
rrct.dfifhxci.cn,180.0,12,4,1
rgem.dfifhxci.cn,162.0,12,4,1
rdgt.dfifhxci.cn,180.0,12,4,1
rubq.dfifhxci.cn,180.0,12,4,1
rvo.dfifhxci.cn,161.0,12,4,1
rvct.dfifhxci.cn,180.0,12,4,1
rfe.dfifhxci.cn,180.0,11,4,1
kaf.dfifhxci.cn,180.0,12,4,1
kaxq.dfifhxci.cn,180.0,12,4,1
khs.zxciiged.cn,180.0,12,4,1
know.zxciiged.cn,180.0,12,4,1
bfz.zxciiged.cn,180.0,13,4,1
byh.zxciiged.cn,180.0,12,4,1
kidb.zxciiged.cn,180.0,12,4,1
kccr.zxciiged.cn,180.0,12,4,1
rjyu.zxciiged.cn,180.0,12,4,1
rzw.zxciiged.cn,180.0,12,4,1
rrve.zxciiged.cn,180.0,12,4,1
rigd.zxciiged.cn,180.0,12,4,1
gpox.digcccwx.cn,180.0,12,4,1
gzfu.digcccwx.cn,180.0,12,4,1
kao.digcccwx.cn,180.0,12,4,1
kmgm.digcccwx.cn,180.0,12,4,1
tvk.digcccwx.cn,180.0,12,4,1
tvqg.digcccwx.cn,168.0,12,4,1
klru.digcccwx.cn,180.0,12,4,1
kkb.digcccwx.cn,180.0,12,4,1
kise.digcccwx.cn,180.0,10,4,1
kbgm.digcccwx.cn,180.0,12,4,1
ghz.digcccwx.cn,168.0,12,4,1
ggo.digcccwx.cn,180.0,12,4,1
kvr.digcccwx.cn,180.0,12,4,1
kci.digcccwx.cn,180.0,12,4,1
rod.digcccwx.cn,180.0,12,4,1
rnj.digcccwx.cn,180.0,11,4,1
svqm.digcccwx.cn,180.0,12,4,1
spy.digcccwx.cn,180.0,12,4,1
snj.digcccwx.cn,149.0,12,4,1
sbf.digcccwx.cn,180.0,12,4,1
sfpt.digcccwx.cn,180.0,12,4,1
sin.digcccwx.cn,180.0,12,4,1
szvv.digcccwx.cn,180.0,13,4,1
sgxa.digcccwx.cn,167.0,11,4,1
sqoz.dhfmgci.cn,180.0,12,4,1
sucw.dhfmgci.cn,180.0,12,4,1
kvxn.dhfmgci.cn,180.0,12,4,1
kxol.dhfmgci.cn,180.0,13,4,1
rik.ziiwige.cn,180.0,12,4,1
stnz.xdfixif.cn,180.0,12,4,1
spj.xdfixif.cn,180.0,12,4,1
rve.ziiwige.cn,180.0,12,4,1
rff.iihggigw.cn,180.0,12,4,1
kzqd.dhfmgci.cn,147.0,12,4,1
sgmt.dhfmgci.cn,180.0,12,4,1
savb.dhfmgci.cn,180.0,12,4,1
reu.iihggigw.cn,180.0,12,4,1
kin.dhfmgci.cn,180.0,12,4,1
cdmr.digcccwx.cn,180.0,12,4,1
ctd.digcccwx.cn,120.0,11,4,1
kdz.digcccwx.cn,180.0,12,4,1
kws.digcccwx.cn,180.0,11,4,1
rqk.dhfmgci.cn,180.0,12,4,1
rnwv.dhfmgci.cn,180.0,12,4,1
rdue.dhfmgci.cn,180.0,12,4,1
rmfd.dhfmgci.cn,180.0,10,4,1
sogr.dhfmgci.cn,180.0,11,4,1
szoo.dhfmgci.cn,180.0,13,4,1
bxhh.dhfmgci.cn,164.0,12,4,1
bio.dhfmgci.cn,180.0,12,4,1
knq.dhfmgci.cn,180.0,10,4,1
kbkg.dhfmgci.cn,180.0,12,4,1
kcb.dhfmgci.cn,180.0,12,4,1
kgwy.dhfmgci.cn,180.0,12,4,1
kjf.dhfmgci.cn,180.0,12,4,1
kvsk.dhfmgci.cn,180.0,10,4,1
rnh.dhfmgci.cn,160.0,12,4,1
rrmb.dhfmgci.cn,180.0,12,4,1
rihr.dhfmgci.cn,180.0,13,4,1
syuf.dhfmgci.cn,105.0,12,4,1
sah.dhfmgci.cn,180.0,12,4,1
rejd.dhfmgci.cn,180.0,12,4,1
rri.dhfmgci.cn,180.0,12,4,1
rupz.dhfmgci.cn,180.0,13,4,1
rwhz.dhfmgci.cn,180.0,13,4,1
tyrd.dhfmgci.cn,93.0,12,4,1
trb.dhfmgci.cn,154.0,12,4,1
rkd.dhfmgci.cn,136.0,12,4,1
rlt.dhfmgci.cn,171.0,12,4,1
rxm.dhfmgci.cn,180.0,11,4,1
rar.dhfmgci.cn,140.0,12,4,1
txo.dhfmgci.cn,79.0,12,4,1
tok.dhfmgci.cn,180.0,10,4,1
suqv.ziiwige.cn,180.0,12,4,1
smwd.ziiwige.cn,180.0,12,4,1
kws.ziiwige.cn,180.0,12,4,1
klnt.ziiwige.cn,180.0,13,4,1
skim.ziiwige.cn,180.0,12,4,1
saeo.ziiwige.cn,180.0,12,4,1
kai.ziiwige.cn,180.0,11,4,1
kulz.ziiwige.cn,180.0,12,4,1
kdr.ziiwige.cn,180.0,13,4,1
kzf.ziiwige.cn,180.0,12,4,1
rju.ziiwige.cn,180.0,12,4,1
rbp.ziiwige.cn,180.0,12,4,1
ruk.ziiwige.cn,180.0,12,4,1
rgo.ziiwige.cn,180.0,12,4,1
kiq.ziiwige.cn,180.0,12,4,1
khia.ziiwige.cn,180.0,12,4,1
tzqy.ziiwige.cn,180.0,12,4,1
ttff.ziiwige.cn,180.0,10,4,1
kytm.ziiwige.cn,165.0,12,4,1
kgn.ziiwige.cn,180.0,12,4,1
sqyd.ziiwige.cn,180.0,12,4,1
sxo.ziiwige.cn,180.0,10,4,1
glu.ziiwige.cn,180.0,12,4,1
gqg.ziiwige.cn,180.0,12,4,1
rnpq.ziiwige.cn,111.0,12,4,1
rfx.ziiwige.cn,118.0,12,4,1
rsi.ziiwige.cn,105.0,12,4,1
rdi.ziiwige.cn,180.0,12,4,1
rcxl.ziiwige.cn,180.0,12,4,1
rlyd.ziiwige.cn,180.0,11,4,1
srp.ziiwige.cn,180.0,12,4,1
sbtv.ziiwige.cn,180.0,12,4,1
gnxb.ziiwige.cn,180.0,10,4,1
gkyy.ziiwige.cn,180.0,12,4,1
kbh.ziiwige.cn,180.0,12,4,1
kjp.ziiwige.cn,180.0,12,4,1
ryyz.dfmciii.cn,180.0,12,4,1
rzpm.dfmciii.cn,180.0,11,4,1
kdh.dfmciii.cn,180.0,12,4,1
kuhy.dfmciii.cn,180.0,12,4,1
kku.dfmciii.cn,180.0,10,4,1
kox.dfmciii.cn,180.0,12,4,1
rmcp.dfmciii.cn,180.0,12,4,1
rhd.dfmciii.cn,180.0,12,4,1
rhj.dfmciii.cn,180.0,12,4,1
rke.dfmciii.cn,180.0,12,4,1
kgqp.dfmciii.cn,180.0,11,4,1
ktf.dfmciii.cn,177.0,12,4,1
sgjg.dfmciii.cn,180.0,12,4,1
rvp.dfmciii.cn,180.0,12,4,1
rgz.dfmciii.cn,180.0,12,4,1
sxxe.dfmciii.cn,180.0,12,4,1
sqrf.dfmciii.cn,180.0,12,4,1
sgkb.dfmciii.cn,161.0,11,4,1
gqk.dfmciii.cn,180.0,10,4,1
gpj.dfmciii.cn,160.0,12,4,1
kwl.dfmciii.cn,180.0,12,4,1
kptt.dfmciii.cn,180.0,12,4,1
gpey.dfmciii.cn,180.0,12,4,1
gvt.dfmciii.cn,145.0,12,4,1
krbw.dfmciii.cn,180.0,12,4,1
kyla.dfmciii.cn,180.0,12,4,1
byr.dfmciii.cn,180.0,12,4,1
bcjj.dfmciii.cn,180.0,12,4,1
rvpq.xdfixif.cn,180.0,13,4,1
rozd.xdfixif.cn,180.0,12,4,1
kyp.xdfixif.cn,180.0,12,4,1
kvkc.xdfixif.cn,175.0,12,4,1
kid.xdfixif.cn,180.0,12,4,1
kuc.xdfixif.cn,180.0,12,4,1
kcqw.xdfixif.cn,180.0,12,4,1
kgj.xdfixif.cn,179.0,12,4,1
koz.xdfixif.cn,180.0,13,4,1
kbyw.xdfixif.cn,180.0,12,4,1
cro.xdfixif.cn,180.0,12,4,1
cjf.xdfixif.cn,180.0,12,4,1
csv.xdfixif.cn,168.0,13,4,1
cgif.xdfixif.cn,180.0,12,4,1
cjkg.xdfixif.cn,180.0,12,4,1
ccmc.xdfixif.cn,180.0,12,4,1
rlf.xdfixif.cn,180.0,12,4,1
rqgq.xdfixif.cn,149.0,12,4,1
rfrd.xdfixif.cn,176.0,12,4,1
rfit.xdfixif.cn,180.0,12,4,1
rhh.xdfixif.cn,180.0,10,4,1
ryj.xdfixif.cn,180.0,13,4,1
bek.xdfixif.cn,125.0,12,4,1
bww.xdfixif.cn,180.0,12,4,1
koed.xdfixif.cn,180.0,11,4,1
krnb.xdfixif.cn,150.0,12,4,1
gnqo.iihggigw.cn,180.0,11,4,1
gxu.iihggigw.cn,180.0,13,4,1
syh.iihggigw.cn,180.0,12,4,1
sruf.iihggigw.cn,180.0,12,4,1
bpud.iihggigw.cn,180.0,12,4,1
bbue.iihggigw.cn,161.0,13,4,1
bbhm.iihggigw.cn,180.0,12,4,1
bsb.iihggigw.cn,180.0,12,4,1
buq.iihggigw.cn,180.0,12,4,1
bpc.iihggigw.cn,180.0,12,4,1
sww.iihggigw.cn,180.0,11,4,1
sxj.iihggigw.cn,180.0,12,4,1
rtvi.iihggigw.cn,161.0,12,4,1
rci.iihggigw.cn,180.0,12,4,1
racm.iihggigw.cn,144.0,12,4,1
rwv.iihggigw.cn,180.0,12,4,1
rupi.iihggigw.cn,180.0,12,4,1
rwr.iihggigw.cn,127.0,11,4,1
rctf.iihggigw.cn,180.0,12,4,1
rfye.iihggigw.cn,180.0,13,4,1
ghy.iihggigw.cn,143.0,12,4,1
gsvm.iihggigw.cn,180.0,12,4,1
ckis.iihggigw.cn,180.0,12,4,1
cjje.iihggigw.cn,180.0,12,4,1
reo.iihggigw.cn,169.0,12,4,1
rek.iihggigw.cn,180.0,11,4,1
kkh.zgxcigdw.cn,180.0,12,4,1
kil.zgxcigdw.cn,180.0,12,4,1
knb.zgxcigdw.cn,180.0,12,4,1
kik.zgxcigdw.cn,180.0,13,4,1
kyud.zgxcigdw.cn,180.0,13,4,1
kzj.zgxcigdw.cn,180.0,12,4,1
kab.zgxcigdw.cn,180.0,12,4,1
kxqt.zgxcigdw.cn,180.0,12,4,1
ggdt.zgxcigdw.cn,180.0,12,4,1
gzma.zgxcigdw.cn,180.0,12,4,1
tacd.zgxcigdw.cn,180.0,12,4,1
tmaw.zgxcigdw.cn,180.0,12,4,1
rlwb.zgxcigdw.cn,180.0,12,4,1
ross.zgxcigdw.cn,180.0,12,4,1
gpn.zgxcigdw.cn,180.0,12,4,1
gbkm.zgxcigdw.cn,180.0,12,4,1
kut.zgxcigdw.cn,180.0,12,4,1
kikk.zgxcigdw.cn,180.0,13,4,1
srbq.zgxcigdw.cn,180.0,12,4,1
sor.zgxcigdw.cn,180.0,12,4,1
kyq.zgxcigdw.cn,180.0,12,4,1
kkmi.zgxcigdw.cn,180.0,12,4,1
ksbk.idfiiwef.cn,180.0,12,4,1
khha.idfiiwef.cn,180.0,12,4,1
ksjv.idfiiwef.cn,180.0,12,4,1
kzl.idfiiwef.cn,180.0,13,4,1
rkrt.idfiiwef.cn,180.0,11,4,1
rja.idfiiwef.cn,180.0,12,4,1
krq.idfiiwef.cn,180.0,12,4,1
kbf.idfiiwef.cn,180.0,12,4,1
syxm.idfiiwef.cn,180.0,12,4,1
skpo.idfiiwef.cn,180.0,12,4,1
sey.idfiiwef.cn,179.0,12,4,1
sme.idfiiwef.cn,180.0,12,4,1
krs.idfiiwef.cn,180.0,12,4,1
kbz.idfiiwef.cn,180.0,12,4,1
kel.cxgifiwi.cn,180.0,12,4,1
keo.cxgifiwi.cn,180.0,12,4,1
ray.cxgifiwi.cn,180.0,12,4,1
rtt.cxgifiwi.cn,180.0,12,4,1
rwm.cxgifiwi.cn,180.0,12,4,1
rxt.cxgifiwi.cn,180.0,12,4,1
repr.cxgifiwi.cn,180.0,10,4,1
rjdm.cxgifiwi.cn,180.0,12,4,1
rrz.cxgifiwi.cn,180.0,12,4,1
rbg.cxgifiwi.cn,180.0,12,4,1
bqo.dfigcbxi.cn,180.0,12,4,1
bws.dfigcbxi.cn,180.0,11,4,1
bvtc.dfigcbxi.cn,180.0,12,4,1
bzt.dfigcbxi.cn,180.0,12,4,1
kno.dfigcbxi.cn,180.0,12,4,1
kjl.dfigcbxi.cn,180.0,12,4,1
sjth.dfigcbxi.cn,180.0,12,4,1
snim.dfigcbxi.cn,180.0,13,4,1
spqn.dfigcbxi.cn,180.0,10,4,1
suk.dfigcbxi.cn,180.0,12,4,1
tjr.xewdggfb.cn,180.0,10,4,1
trz.xewdggfb.cn,180.0,12,4,1
reuq.dfigcbxi.cn,171.0,13,4,1
rsfn.dfigcbxi.cn,180.0,12,4,1
scpc.dfigcbxi.cn,180.0,13,4,1
sbxj.dfigcbxi.cn,180.0,12,4,1
sey.dfigcbxi.cn,180.0,12,4,1
slel.dfigcbxi.cn,168.0,12,4,1
siq.dfwefxg.cn,180.0,12,4,1
tymw.dfwefxg.cn,180.0,12,4,1
twwb.dfwefxg.cn,180.0,12,4,1
suea.dfwefxg.cn,180.0,13,4,1
scqm.dfwefxg.cn,180.0,12,4,1
ssxa.dfwefxg.cn,180.0,12,4,1
byqo.dfwefxg.cn,180.0,12,4,1
bre.dfwefxg.cn,180.0,12,4,1
rcth.dfwefxg.cn,180.0,12,4,1
rqg.dfwefxg.cn,180.0,12,4,1
knp.dfwefxg.cn,146.0,12,4,1
kbyg.dfwefxg.cn,180.0,12,4,1
kgx.xewdggfb.cn,180.0,13,4,1
kpx.xewdggfb.cn,180.0,10,4,1
kck.xewdggfb.cn,180.0,12,4,1
knm.xewdggfb.cn,180.0,12,4,1
kxy.xewdggfb.cn,180.0,13,4,1
kpqy.xewdggfb.cn,180.0,12,4,1
gea.xewdggfb.cn,180.0,12,4,1
glxs.xewdggfb.cn,180.0,12,4,1
rwf.xewdggfb.cn,180.0,12,4,1
rjd.xewdggfb.cn,180.0,12,4,1
cvb.dfiwxmge.cn,180.0,12,4,1
cpxq.dfiwxmge.cn,180.0,12,4,1
cwnp.dfiwxmge.cn,180.0,12,4,1
cfra.dfiwxmge.cn,180.0,12,4,1
rwla.dfiwxmge.cn,180.0,12,4,1
rdn.dfiwxmge.cn,180.0,12,4,1
cjo.dfiwxmge.cn,180.0,12,4,1
cqw.dfiwxmge.cn,180.0,12,4,1
suy.fhmgcwxi.cn,180.0,12,4,1
syb.fhmgcwxi.cn,180.0,12,4,1
raun.fhmgcwxi.cn,168.0,12,4,1
rni.fhmgcwxi.cn,180.0,12,4,1
ricq.fhmgcwxi.cn,180.0,12,4,1
rzw.fhmgcwxi.cn,180.0,12,4,1
kdz.fhmgcwxi.cn,180.0,13,4,1
kkac.fhmgcwxi.cn,180.0,12,4,1
kdc.fhmgcwxi.cn,180.0,12,4,1
kafe.fhmgcwxi.cn,180.0,12,4,1
syl.fhmgcwxi.cn,180.0,12,4,1
suh.fhmgcwxi.cn,180.0,11,4,1
sprz.dihxiiw.cn,180.0,13,4,1
sugu.dihxiiw.cn,180.0,13,4,1
rqz.dhgfiiw.cn,180.0,12,4,1
rarg.dhgfiiw.cn,180.0,12,4,1
rqb.dhgfiiw.cn,180.0,12,4,1
rvy.dhgfiiw.cn,180.0,12,4,1
rem.dhgfiiw.cn,180.0,12,4,1
syxm.dhgfiiw.cn,180.0,12,4,1
sjp.dhgfiiw.cn,180.0,12,4,1
syup.dhgfiiw.cn,167.0,12,4,1
snxs.dhgfiiw.cn,180.0,12,4,1
sofm.dhgfiiw.cn,180.0,12,4,1
sciw.dhgfiiw.cn,180.0,12,4,1
btg.dhgfiiw.cn,180.0,12,4,1
bvj.dhgfiiw.cn,180.0,12,4,1
rxz.dhgfiiw.cn,180.0,12,4,1
rtg.dhgfiiw.cn,180.0,12,4,1
kpdx.dhgfiiw.cn,180.0,12,4,1
kwb.dhgfiiw.cn,180.0,13,4,1
keo.dhgfiiw.cn,180.0,11,4,1
kyk.dhgfiiw.cn,180.0,12,4,1
kxhy.dhgfiiw.cn,180.0,12,4,1
kclb.dhgfiiw.cn,180.0,12,4,1
kub.dhgfiiw.cn,180.0,12,4,1
kcwu.dhgfiiw.cn,180.0,12,4,1
kci.dhgfiiw.cn,180.0,12,4,1
keqr.dhgfiiw.cn,180.0,12,4,1
ktvu.dhgfiiw.cn,180.0,12,4,1
kedy.dhgfiiw.cn,180.0,12,4,1
kdkh.dhgfiiw.cn,63.0,12,4,1
kxkp.dhgfiiw.cn,171.0,12,4,1
kkxf.dhgfiiw.cn,156.0,12,4,1
ktj.dhgfiiw.cn,180.0,12,4,1
knv.dhgfiiw.cn,180.0,12,4,1
kpgu.dhgfiiw.cn,93.0,12,4,1
kzs.dhgfiiw.cn,108.0,13,4,1
kcu.dhgfiiw.cn,180.0,12,4,1
krm.dhgfiiw.cn,180.0,12,4,1
kjwc.dhgfiiw.cn,75.0,12,4,1
ktkg.dhgfiiw.cn,180.0,10,4,1
spy.dhgfiiw.cn,180.0,10,4,1
spcw.dhgfiiw.cn,180.0,12,4,1
sbp.dhgfiiw.cn,180.0,12,4,1
smkg.dhgfiiw.cn,180.0,12,4,1
rih.idifmcw.cn,180.0,11,4,1
rqs.idifmcw.cn,180.0,11,4,1
ruiq.idifmcw.cn,180.0,10,4,1
rnmk.idifmcw.cn,180.0,11,4,1
ksfr.idifmcw.cn,180.0,11,4,1
kgxo.idifmcw.cn,180.0,11,4,1
sya.idifmcw.cn,180.0,11,4,1
sydp.idifmcw.cn,180.0,11,4,1
rucz.idifmcw.cn,180.0,12,4,1
rak.idifmcw.cn,180.0,11,4,1
rdph.idifmcw.cn,180.0,10,4,1
rfub.idifmcw.cn,180.0,10,4,1
srg.idifmcw.cn,180.0,11,4,1
sjq.idifmcw.cn,180.0,12,4,1
szvs.idifmcw.cn,180.0,10,4,1
kibq.idifmcw.cn,180.0,11,4,1
kkyg.idifmcw.cn,180.0,10,4,1
sdg.idifmcw.cn,101.0,11,4,1
swl.idifmcw.cn,162.0,10,4,1
scq.idifmcw.cn,180.0,11,4,1
spok.idifmcw.cn,118.0,11,4,1
krc.idifmcw.cn,180.0,12,4,1
kyjc.idifmcw.cn,180.0,11,4,1
rzw.idifmcw.cn,180.0,11,4,1
rhgg.idifmcw.cn,180.0,11,4,1
gmto.idifmcw.cn,180.0,12,4,1
gyb.idifmcw.cn,180.0,10,4,1
rbz.idifmcw.cn,180.0,10,4,1
rlb.idifmcw.cn,75.0,11,4,1
rnfp.idifmcw.cn,74.0,11,4,1
rdnc.idifmcw.cn,153.0,11,4,1
rhz.idifmcw.cn,180.0,11,4,1
rff.idifmcw.cn,72.0,11,4,1
snh.idifmcw.cn,180.0,11,4,1
sxu.idifmcw.cn,180.0,12,4,1
sksw.iifdwwb.cn,180.0,11,4,1
ril.iifdwwb.cn,180.0,11,4,1
sxai.iifdwwb.cn,180.0,11,4,1
ryj.iifdwwb.cn,180.0,11,4,1
suh.iifdwwb.cn,180.0,11,4,1
sbeo.iifdwwb.cn,180.0,12,4,1
sdak.iifdwwb.cn,180.0,12,4,1
gxqp.iifdwwb.cn,180.0,10,4,1
slp.iifdwwb.cn,180.0,12,4,1
safl.iifdwwb.cn,180.0,11,4,1
sqbi.iifdwwb.cn,173.0,12,4,1
snf.iifdwwb.cn,180.0,11,4,1
smsd.iifdwwb.cn,180.0,13,4,1
sbt.iifdwwb.cn,180.0,11,4,1
swz.iifdwwb.cn,180.0,11,4,1
shq.iifdwwb.cn,180.0,11,4,1
sre.iifdwwb.cn,180.0,11,4,1
srrj.iifdwwb.cn,180.0,12,4,1
sqi.iifdwwb.cn,180.0,11,4,1
syaa.iifdwwb.cn,180.0,10,4,1
sjiw.iifdwwb.cn,180.0,10,4,1
sway.iifdwwb.cn,180.0,10,4,1
skk.iifdwwb.cn,180.0,10,4,1
snps.iifdwwb.cn,180.0,12,4,1
sod.iifdwwb.cn,180.0,11,4,1
stw.iifdwwb.cn,180.0,12,4,1
slpg.iifdwwb.cn,77.0,11,4,1
spz.iifdwwb.cn,180.0,12,4,1
rki.iifdwwb.cn,180.0,11,4,1
rxf.iifdwwb.cn,180.0,11,4,1
kkzo.iifdwwb.cn,115.0,11,4,1
kyzq.iifdwwb.cn,68.0,11,4,1
rvv.iifdwwb.cn,114.0,11,4,1
